,Score,sentence,Sentiment
6181,-5,rt demonetization bulletin severe liquidity crisis continues dire shortage of reconfigured atms useless bcoz   ,Negative
6182,1,rt aim of demonetization laudable but govt has no road map create institutional architecture needed says htt  ,Positive
6183,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6184,0,even i thought that builders always dealt in black money amp rates will go down soon bcoz of demonetization,Neutral
6185,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
6186,1,rt even if you re white money amp even if you re unaffected this demonetization move has given a lot of folks a reason to pa  ,Positive
6187,3,rt demonetization indiafightscorruption immense courage needed to take such a momentous decision   ,Positive
6188,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6189,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6190,0,rt politicians reaction if modi withdraws demonetization scheme today ed u a u bd ed u b u ed u a u bd ed u b u t co oo mptvdqt,Neutral
6191,0,hon ble minister sir ur kind information only days left of demonetization bt aftershocks of demonetization sunami may tkeyr,Neutral
6192,-1,rt so this demonetization has been so tragic in implementation that modi govt is flouting rbi rules for banking license and oper  ,Negative
6193,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6194,0,rt entire cyrus mistry vs ratan tata saga is outshined by demonetization,Neutral
6195,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
6196,0,rt n so when the dust settles this demonetization will become part of life just like cng mobiles and dematerialized st  ,Neutral
6197,0,rt a world economist is rubbishing demonetization in india and mind it he doesn t have to score brownie points in indian politi  ,Neutral
6198,1,rt since demonetization was announced i have been living like i used to when i was doing engineering haven t taken any not  ,Positive
6199,1,rt even if you re white money amp even if you re unaffected this demonetization move has given a lot of folks a reason to pa  ,Positive
6200,-5,what about who died due to ur mindless demonetization shameless pigs concerned abt bjp   t co atki vjf,Negative
6201,-3,rt modiji dead tragically post over hyped demonetization drive do u feel the pain of these families then apologize   ,Negative
6202,0,share ur view on demonetization t co tbr almg,Neutral
6203,-1,how dare you question pm modi and his policies on demonetization you are antinational go to pakistan bhaktlogic sarcasm,Negative
6204,-1,rt demonetization is a big time gamble which may result in a major economic slowdown apart from its immediate disruptive  ,Negative
6205,1,rt we don t know about rest of india but we kashmiris are very happy with demonetization t co wdpsfanki,Positive
6206,0,rt ramesh nair coo business amp international dir jll india speaks on demonetization amp realestate to ndtv profit http  ,Neutral
6207,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6208,-1,rt so this demonetization has been so tragic in implementation that modi govt is flouting rbi rules for banking license and oper  ,Negative
6209,0,rt politicians reaction if modi withdraws demonetization scheme today ed u a u bd ed u b u ed u a u bd ed u b u t co oo mptvdqt,Neutral
6210,0,forthcoming srk film now to be called ek thha raees demonetization,Neutral
6211,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6212,-2,indian opposition failed to understand skills before attacking him on demonetization t co ozlkwm rfd,Negative
6213,1,rt since demonetization was announced i have been living like i used to when i was doing engineering haven t taken any not  ,Positive
6214,-1,rt these kerala women are least bothered about demonetization because they hardly ever see and notes   ,Negative
6215,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
6216,0,basically market needed rs notes printing of rs notes could have been done before demonetization no babu anticipated,Neutral
6217,1,even if you re white money amp even if you re unaffected this demonetization move has given a lot of folks a reason to pause amp think lt,Positive
6218,1,rt indiafightscorruption the honest feel vindicated by the historic move on demonetization ji bjp parliamenta  ,Positive
6219,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
6220,1,rt retaining all seats of ls and state in byelection by bjp has proved the people s support on demonetization it should be abov  ,Positive
6221,0,rt indore s collector would like you to shut up about demonetization at we think that is a problem   ,Neutral
6222,0,the biggest question on fb after demonetization is where did we first meet ed u a u bd ed u b u ed u a u bd ed u b u ed u a u bd ed u b u ed u a u bd ed u b u ed u a u bd ed u b u,Neutral
6223,2,rt india will get windfall profit of whooping lakh crores in days due to demonetization why people like ak pappu amp mamata  ,Positive
6224,0,entire cyrus mistry vs ratan tata saga is outshined by demonetization,Neutral
6225,-1,he is so cute but it s his daddy who needs to answer why people must suffer due to his poorly planned and executed   t co cggi qn s,Negative
6226,0,rt politicians reaction if modi withdraws demonetization scheme today ed u a u bd ed u b u ed u a u bd ed u b u t co oo mptvdqt,Neutral
6227,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6228,0,rt thanks to modi ed u a u bd ed u b u f ed u a u bd ed u b u f due demonetization i could able to control my expenses and saved some amount of money from past days   ,Neutral
6229,-1,rt so this demonetization has been so tragic in implementation that modi govt is flouting rbi rules for banking license and oper  ,Negative
6230,0,rt a world economist is rubbishing demonetization in india and mind it he doesn t have to score brownie points in indian politi  ,Neutral
6231,1,rt even if you re white money amp even if you re unaffected this demonetization move has given a lot of folks a reason to pa  ,Positive
6232,0,rt politicians reaction if modi withdraws demonetization scheme today ed u a u bd ed u b u ed u a u bd ed u b u t co oo mptvdqt,Neutral
6233,1,rt retaining all seats of ls and state in byelection by bjp has proved the people s support on demonetization it should be abov  ,Positive
6234,1,tune in to prime time on and see the beauty of planning before demonetization,Positive
6235,1,rt even if you re white money amp even if you re unaffected this demonetization move has given a lot of folks a reason to pa  ,Positive
6236,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
6237,0,rt demonetization it s just the beginning says pm modi as bjp mps endorse his crusade worst is yet to come t   ,Neutral
6238,2,rt demonetization taught me minimalism less stuff more happiness thank you prime minister insights,Positive
6239,0,rt politicians reaction if modi withdraws demonetization scheme today ed u a u bd ed u b u ed u a u bd ed u b u t co oo mptvdqt,Neutral
6240,0,only selling seeds on old notes will that help farmers need fertilizers pesticides and fodder for cattle demonetization,Neutral
6241,1,in fact ppl want to go cashless in a big way he shd support demonetization,Positive
6242,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
6243,1,rt we don t know about rest of india but we kashmiris are very happy with demonetization t co wdpsfanki,Positive
6244,1,aim of demonetization laudable but govt has no road map create institutional t co ijq ahcjhe by shashitharoor via,Positive
6245,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
6246,0,ikk number da kamm karo raseed katt ke davo no demonetization will affect you satt vachan,Neutral
6247,0,rt demonetization it s just the beginning says pm modi as bjp mps endorse his crusade worst is yet to come t   ,Neutral
6248,-1,rt blow to modi bypolls election result all seats won by cogress amp aap modi s demonetization failed btw where is khujli u u a   ,Negative
6249,-1,rt salmankhan comes in rescue of poor peoples near his farmhouse gives money during demonetization t co hpb bfg  ,Negative
6250,1,rt we don t know about rest of india but we kashmiris are very happy with demonetization t co wdpsfanki,Positive
